FLAGS
largeMapDisplay=true
IMAGE
map-stanford.png
1000
720
VERTICES
340333286;541;618
340333285;539;607
275516773;957;129
1330035353;945;318
1330035351;766;285
1330035356;194;51
1330035355;637;234
2674894545;317;98
340332229;661;499
340332222;662;511
340332220;655;511
340332221;658;513
340332226;664;504
340332227;664;501
340332224;664;507
340335706;67;470
354733855;950;136
3499431350;369;241
3499431353;374;242
3499431352;373;242
3499431355;378;241
3499431354;376;242
3499431357;380;238
3499431356;379;240
847469490;976;48
3499450844;372;239
3499450845;374;238
3499450846;375;238
3499450843;370;238
3499450848;373;235
1758004052;855;284
1758004053;873;265
1758004051;867;311
1758004054;829;305
1758004055;872;295
340315721;504;248
256568214;678;455
256568215;447;450
256568212;658;453
256568213;664;452
256568210;641;469
256568211;652;457
65665828;2;82
287480632;807;644
287476356;499;716
689488003;754;141
689488005;746;131
354797866;481;525
1330035357;806;295
3125031372;278;171
522168991;861;268
3752867385;522;140
3752867384;536;143
3752867387;538;83
3752867381;526;179
952926008;294;6
3124723318;171;329
256566858;564;560
256566853;521;561
354788151;754;539
256566856;555;561
256566854;547;567
256566855;551;563
354785191;467;202
354785190;476;198
302117189;381;384
256568485;553;410
281870329;472;495
302116680;522;361
2128259717;891;678
340335116;244;212
354729875;765;288
1120952239;702;652
1120952238;592;712
522264651;17;537
522264650;64;470
1255520128;748;143
256568151;557;524
256568150;569;513
256568153;519;522
256568152;536;518
3316594110;787;658
314051204;295;687
314051207;292;690
314051201;294;658
314051203;299;680
314051202;301;674
314051209;290;701
689479951;334;37
3483098166;301;463
3483098164;327;459
4009513080;725;267
2151595547;435;228
2151595546;630;251
2151595544;614;315
4295529859;556;176
4295529858;558;183
4295529857;561;189
4295529856;567;196
4295529855;570;205
4295529854;580;189
65390177;476;284
4295529852;590;198
288210016;297;175
847412155;987;432
689487292;696;85
689487293;752;148
3499450847;376;237
287476573;330;718
847469479;891;55
2674894488;474;673
314077888;540;191
314077881;762;142
314077880;808;192
314077887;542;212
314077886;548;219
314077885;559;259
314077884;557;278
689473799;49;173
314055002;295;635
2217384963;457;573
287463500;332;350
2411555887;435;182
354794272;565;305
354794273;562;302
354794271;564;312
689527219;909;633
349415677;312;637
354798023;477;541
3124723321;187;311
3124723320;176;308
344799117;469;597
344799111;460;596
3445813493;275;493
689493572;526;159
65480717;460;620
65480715;379;619
65480714;316;644
302114707;425;355
689478851;320;84
340331921;494;238
354799868;714;475
354799869;708;498
65682757;99;185
1120952212;600;706
65682577;415;263
462443355;203;389
314051199;291;646
2318696595;758;147
4192547123;878;669
340333376;522;505
2572526556;141;258
2572526554;96;246
2572526552;134;245
2572526550;97;236
2572526558;144;248
1330035315;1;89
1330035314;619;190
1330035312;197;47
1330035318;197;17
1776609650;619;491
2300357019;364;383
3210187960;362;102
3316594109;363;96
314070856;381;34
689487435;786;188
612016919;690;519
295994168;3;457
354736318;572;236
3516231892;284;504
3516231890;274;502
3516231891;280;503
314065997;228;495
3125031371;288;173
689489310;810;205
3125031370;291;119
65586584;897;58
689471512;3;224
1783082060;898;677
1783082064;895;674
256558468;706;518
256558464;644;604
256558465;647;544
952932559;357;158
1330035453;628;224
354734366;793;166
354734367;788;163
354734364;810;167
354733402;840;407
354734363;816;166
354733400;851;412
354733401;846;408
354734368;787;152
354734369;787;143
1256091859;702;234
1256091858;705;232
1256091852;684;248
1256091856;706;232
1256091855;681;260
1256091854;681;259
354729839;757;281
1120952277;640;680
433562703;891;688
433562701;930;544
2392411739;637;653
2392411736;618;663
65682800;965;404
2392411733;631;656
689479297;349;8
1757902279;906;355
1757902277;918;342
1757902273;912;353
3752867388;552;80
689489076;827;223
689489077;819;215
2312200545;803;351
2312200544;863;396
2312200546;836;360
2312200543;773;356
2312200542;870;369
3752867382;533;154
65629821;466;60
847436043;384;13
847436048;382;7
65473421;720;270
3516233493;301;509
340332248;645;535
340332247;650;512
340332240;660;515
256567490;542;596
340334142;560;484
340334145;567;479
340334144;568;476
1257071017;743;719
65675369;714;520
314064783;82;588
314064784;73;593
314064785;43;587
314064786;10;580
1783081984;922;703
65484368;639;601
65484362;789;16
966638741;989;467
3484981521;306;480
3484981522;303;491
354785192;446;229
3404860836;774;512
3404860837;784;515
3404860838;780;528
1330035325;923;337
354800040;684;427
65598521;437;492
689515529;753;134
689515525;759;110
689515520;761;102
65413069;451;285
256568637;344;209
256568638;371;105
689487808;725;116
65413067;468;274
354784563;534;171
689471063;73;168
256568494;398;323
256568496;393;336
344799153;469;575
344799152;464;577
344799151;462;583
344799150;465;585
344799155;475;575
689510061;792;3
65556664;876;674
256558440;724;552
256558441;726;544
256558442;732;534
65543908;718;442
65543905;731;445
952932577;305;145
3404860834;789;514
354734344;797;159
354734345;797;164
354734342;789;158
354734343;794;156
3404860835;774;510
256567000;608;573
256567001;580;565
1120952255;677;658
1708038912;88;189
2172124245;88;120
2172124246;716;72
2172124241;88;184
2172124243;89;172
65682821;982;373
65682823;800;194
2343933809;231;212
2343933808;264;217
256566603;427;618
256566602;431;616
256566601;438;613
65644370;314;90
65525283;89;448
65525280;86;454
65559208;58;188
65559205;81;184
65473407;427;208
689471495;68;186
847428040;473;282
952997583;313;323
340331999;198;273
522177401;484;346
522177400;488;328
354797871;476;529
354797870;477;531
354797872;470;527
1782361535;152;554
256568832;756;532
256568831;806;231
354729757;759;289
256568839;752;558
518836583;825;397
1110053384;319;371
689488089;728;104
344843858;549;409
344843859;562;362
344843857;535;464
2572535773;915;74
2572535772;949;111
2572535771;910;68
2572535777;935;96
2572535776;929;89
2572535775;922;81
2572535774;932;60
2572535779;942;103
354800065;696;430
2217384952;461;550
522181780;482;532
1758054073;206;219
1758054074;223;102
1758054077;226;202
1758054078;206;151
65556642;948;519
65556645;992;433
1783082023;905;687
65543922;612;403
65543920;633;409
65543924;579;397
354736344;637;253
612017947;621;336
612017949;637;343
612017948;630;344
65682849;334;3
65598511;181;381
65598519;345;467
256568484;540;405
65559198;82;170
65644358;319;91
65559191;36;178
302116684;488;348
302116682;512;358
302116683;509;354
65559196;59;170
302116681;520;360
956657606;796;642
4295505299;603;181
4295505298;612;183
2674894483;775;683
2674894480;763;685
2674894481;523;685
2674894484;797;682
2674894485;518;681
1782366281;80;582
354731435;785;313
354731433;781;313
1255520122;724;231
1255520121;744;157
847424079;491;192
1768348481;686;422
1768348480;739;498
1768348482;673;418
3997288803;307;138
3997288804;313;113
847422894;526;155
2217384972;182;359
2217384975;460;558
1787964660;751;568
3483098067;30;193
3483098066;42;213
3483098065;79;213
3483098068;19;179
354739460;430;520
340332148;670;504
340332147;698;511
302117120;398;311
1758054052;179;210
1758054051;375;141
340333368;484;575
340333369;495;575
1758054055;186;214
1758054054;180;144
689523459;941;540
65556624;863;690
65556621;807;696
65556629;915;639
354743766;891;214
354743767;894;211
354743768;898;209
354743769;906;208
340332145;654;535
340332142;646;507
65684187;514;662
65684189;504;616
256562078;992;570
1783082005;911;691
1783082001;914;694
3406427389;210;490
256561337;975;505
65539592;745;448
65539597;816;218
65539594;769;370
689474885;173;198
689474887;202;203
65682864;128;183
65682860;223;202
65390179;506;291
65458552;422;550
4295529853;586;193
4295529851;598;200
2572526578;285;36
4192544228;889;675
4192544225;880;668
4192544224;886;669
4192544227;884;681
4192544226;879;680
4192544221;876;673
4192544220;877;671
4192544223;888;678
689524156;956;502
65598517;240;430
65598516;219;401
2574077099;1;115
65598514;201;387
2572526625;528;76
4009513088;700;358
2572526627;530;69
2572526620;476;71
2572526629;565;77
1330035205;756;285
1330035207;52;17
1256076509;701;234
256566430;502;579
65501970;305;603
65501977;299;514
65501975;279;605
340335472;919;625
340335479;794;695
1330035211;791;291
1330035214;77;7
344843213;420;373
344843214;511;398
2674894529;14;193
2674894528;31;199
2674894523;932;329
2674894524;936;325
1729914108;762;690
1729914109;759;690
1729914107;766;691
1729914101;869;693
288001530;699;372
288001531;687;369
288001532;670;433
288001533;663;432
4039321180;612;488
1758054039;224;207
1758054035;191;194
1758054036;11;46
1758054032;89;27
65556609;684;666
256566429;502;583
288030109;429;430
65556607;677;669
518824010;796;623
2986710322;25;146
2986710323;72;158
2986710320;12;151
2986710321;20;146
354733488;874;466
354733489;896;490
338518160;906;60
689512055;857;42
354802074;855;273
354802075;857;271
354730025;727;247
